Unnamed: 0,reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope1_emissions_tco2e,total_scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_mwh,grid_conencted,grid,fuel_source,year,notes,search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
2264,INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,1146881.0,318578.0,67.0,684.0,751,0.0,On,SWIS,Wind,2019,,"Alinta Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
2265,INFIGEN ENERGY LIMITED,Bodangora Wind Farm,F,NSW,1287101.0,357528.0,96.0,249.0,345,0.0,On,NEM,Wind,2019,,"Bodangora Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2266,INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1501318.0,417033.0,143.0,804.0,947,0.0,On,NEM,Wind,2019,,"Capital Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2267,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2341615.0,650448.0,103.0,975.0,1078,0.0,On,NEM,Wind,2019,,"Lake Bonney Stage 1,2 & 3 Wind Farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2268,INFIGEN ENERGY LIMITED,Smithfield Gas Turbine,F,NSW,93886.0,26080.0,18781.0,1227.0,20008,0.72,On,NEM,Gas,2019,,"Smithfield Gas Turbine, NSW, Australia",-33.8498374,150.9494572,-33.8506238,-33.8491759,150.9486696,150.9501475,"Smithfield Open Cycle Gas Turbine, Smithfield, Sydney, Cumberland City Council, New South Wales, 2164, Australia",way,831284066,nominatim,ok,exact
2269,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,616066.0,171129.0,47.0,163.0,210,0.0,On,NEM,Wind,2019,,"Woodlawn Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2270,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,F,SA,458647.0,127402.0,11.0,112.0,123,0.0,On,NEM,Wind,2019,,"Canunda Wind Farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2271,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Dry Creek Power Station,F,SA,23709.0,6586.0,6829.0,337.0,7166,1.04,On,NEM,Gas,2019,,"Dry Creek Power Station, SA, Australia",-34.8479734,138.581675,-34.848356,-34.8471255,138.5807757,138.5822321,"Dry Creek Power Station, Dry Creek, Adelaide, City of Port Adelaide Enfield, South Australia, Australia",way,172715454,nominatim,ok,exact
2272,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Kwinana Cogeneration Plant,F,WA,3387532.0,940981.0,483092.0,0.0,483092,0.51,On,SWIS,Gas,2019,,"Kwinana Cogeneration Plant, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
2273,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Mintaro Power Station,F,SA,27808.0,7724.0,6008.0,106.0,6114,0.78,On,NEM,Gas,2019,,"Mintaro Power Station, SA, Australia",-33.9032735,138.7382397,-33.9036796,-33.9024245,138.7375894,138.7387518,"Mintaro Power Station, Stanley, Clare and Gilbert Valleys Council, South Australia, 5415, Australia",way,598287982,nominatim,ok,exact
2274,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Pelican Point Power Station,F,SA,9985607.0,2773780.0,1103517.0,3349.0,1106866,0.4,On,NEM,Gas,2019,,"Pelican Point Power Station, SA, Australia",-34.7653755,138.5054609,-34.766773,-34.7638328,138.5027666,138.5078157,"Pelican Point Power Station, Outer Harbor, Adelaide, City of Port Adelaide Enfield, South Australia, 5018, Australia",way,83656868,nominatim,ok,exact
2275,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Port Lincoln Power Station,F,SA,2485.0,690.0,1118.0,359.0,1477,1.62,On,NEM,Diesel,2019,,"Port Lincoln Power Station, SA, Australia",-34.7004095,135.8045035,-34.7006679,-34.7000692,135.803296,135.8054856,"Port Lincoln Power Station, Boston, The District Council of Lower Eyre Peninsula, South Australia, 5607, Australia",way,598538099,nominatim,ok,exact
2276,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Snuggery Power Station,F,SA,1513.0,420.0,603.0,439.0,1042,1.43,On,NEM,Diesel,2019,,"Snuggery Power Station, SA, Australia",-37.6648132,140.4155865,-37.6655978,-37.6640126,140.4146306,140.4165399,"Snuggery Power Station, Millicent, Wattle Range Council, South Australia, 5280, Australia",way,1053325083,nominatim,ok,exact
2277,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Willogoleche Wind Farm,F,SA,848872.0,235798.0,45.0,159.0,204,0.0,On,NEM,Wind,2019,,"Willogoleche Wind Farm, SA, Australia",-33.4168325,138.8440063,-33.4460186,-33.3869837,138.8195719,138.8659669,"Willogoleche Wind Farm, Hallett, The Regional Council of Goyder, South Australia, 5419, Australia",way,1084127006,nominatim,ok,exact
2278,KARADOC SOLAR FARM HOLDCO PTY LTD,KARADOC SOLAR FARM,F,VIC,460149.0,127819.0,0.0,454.0,454,0.0,On,NEM,Solar,2019,,"KARADOC SOLAR FARM, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2279,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,186432.0,51787.0,0.0,125.0,125,0.0,On,NEM,Solar,2019,,"Barcaldine Remote Community Solar Farm Pty Ltd, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2280,KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Bannerton Solar Farm,F,VIC,442556.0,122932.0,0.0,0.0,0,0.0,On,NEM,Solar,2019,,"Bannerton Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2281,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,F,VIC,466389.0,129552.0,6.0,197.0,203,0.0,On,NEM,Wind,2019,,"Kiata Wind Farm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2282,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,F,VIC,977734.0,271593.0,668.0,1190.0,1858,0.0,Off,Off-grid,Wind,2019,,"Lal Lal Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2283,LGI LIMITED,Benaraby LFGE Station,F,QLD,24442.0,6789.0,455.0,0.0,455,0.07,On,NEM,Landfill Gas,2019,,"Benaraby LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2284,LGI LIMITED,Bunya LFGE Station,F,QLD,17770.0,4936.0,343.0,0.0,343,0.07,On,NEM,Landfill Gas,2019,,"Bunya LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2285,LGI LIMITED,Caboolture LFGE Station,F,QLD,37681.0,10467.0,704.0,0.0,704,0.07,On,NEM,Landfill Gas,2019,,"Caboolture LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2286,LGI LIMITED,Dakabin LFGE Station,F,QLD,48627.0,13507.0,723.0,0.0,723,0.05,On,NEM,Landfill Gas,2019,,"Dakabin LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2287,LGI LIMITED,Maryborough LFGE Station,F,QLD,24581.0,6828.0,495.0,0.0,495,0.07,On,NEM,Landfill Gas,2019,,"Maryborough LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2288,LGI LIMITED,Mugga Lane LFGE Station,F,ACT,3751.0,1042.0,59.0,0.0,59,0.06,On,NEM,Landfill Gas,2019,,"Mugga Lane LFGE Station, ACT, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
2289,LGI LIMITED,Willawong LFGE Station,F,QLD,14837.0,4121.0,371.0,0.0,371,0.09,On,NEM,Landfill Gas,2019,,"Willawong LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2290,LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Emerald Solar Park,F,QLD,596696.0,165749.0,15.0,1766.0,1781,0.0,On,NEM,Solar,2019,,"Emerald Solar Park, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2291,LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,F,QLD,816428.0,226786.0,97.0,625.0,722,0.0,On,NEM,Solar,2019,,"Lilyvale Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2292,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,825645.0,229346.0,0.0,275.0,275,0.0,On,NEM,Wind,2019,,"Lincoln Gap Wind Farm Operations Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2293,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,21499.0,5972.0,340.0,0.0,340,0.06,On,NEM,Landfill Gas,2019,,"Albury Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2294,LMS ENERGY PTY LTD,Albury Solar Facility,F,NSW,6431.0,1787.0,0.0,0.0,0,0.0,Off,Off-grid,Solar,2019,,"Albury Solar Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2295,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,21608.0,6002.0,322.0,0.0,322,0.05,On,NEM,Landfill Gas,2019,,"Awaba Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2296,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,42636.0,11843.0,664.0,0.0,664,0.06,On,NEM,Landfill Gas,2019,,"Ballarat Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2297,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,14820.0,4117.0,228.0,0.0,228,0.06,On,NEM,Landfill Gas,2019,,"Bendigo Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2298,LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,14970.0,4158.0,250.0,0.0,250,0.06,On,NEM,Landfill Gas,2019,,"Birkdale Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2299,LMS ENERGY PTY LTD,Copping Renewable Energy Facility,F,TAS,31201.0,8667.0,460.0,0.0,460,0.05,On,NEM,Landfill Gas,2019,,"Copping Renewable Energy Facility, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
2300,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,31398.0,8722.0,509.0,0.0,509,0.06,On,DKIS,Landfill Gas,2019,,"Darwin Renewable Energy Facility, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
2301,LMS ENERGY PTY LTD,Drysdale Renewable Energy Facility,F,VIC,29153.0,8098.0,421.0,0.0,421,0.05,On,NEM,Landfill Gas,2019,,"Drysdale Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2302,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,167075.0,46410.0,2472.0,0.0,2472,0.05,On,NEM,Landfill Gas,2019,,"Eastern Creek 2 Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2303,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,243877.0,67744.0,3593.0,0.0,3593,0.05,On,NEM,Landfill Gas,2019,,"Hampton Park Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2304,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,14371.0,3992.0,200.0,0.0,200,0.05,On,NEM,Landfill Gas,2019,,"Ipswich Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2305,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,21046.0,5846.0,320.0,0.0,320,0.05,On,NEM,Landfill Gas,2019,,"Mornington Peninsula Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2306,LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,F,SA,32878.0,9133.0,507.0,0.0,507,0.06,On,NEM,Landfill Gas,2019,,"NAWMA Renewable Energy Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2307,LMS ENERGY PTY LTD,NAWMA Solar Facility,F,SA,6365.0,1768.0,0.0,0.0,0,0.0,On,NEM,Solar,2019,,"NAWMA Solar Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2308,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,64866.0,18018.0,963.0,0.0,963,0.05,On,NEM,Landfill Gas,2019,,"Newcastle Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2309,LMS ENERGY PTY LTD,Reedy Creek Renewable Energy Facility,F,QLD,6486.0,1802.0,94.0,0.0,94,0.05,Off,Off-grid,Landfill Gas,2019,,"Reedy Creek Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2310,LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,34146.0,9485.0,497.0,0.0,497,0.05,On,NEM,Landfill Gas,2019,,"Remount Renewable Energy Facility, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
2311,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,174807.0,48557.0,2623.0,0.0,2623,0.05,On,NEM,Landfill Gas,2019,,"Rochedale Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2312,LMS ENERGY PTY LTD,Seaford Heights Renewable Energy Facility,F,SA,43153.0,11987.0,696.0,0.0,696,0.06,Off,Off-grid,Landfill Gas,2019,,"Seaford Heights Renewable Energy Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2313,LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,23092.0,6414.0,354.0,0.0,354,0.06,On,NEM,Landfill Gas,2019,,"Shepparton Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2314,LMS ENERGY PTY LTD,SIMS Gillman Solar Facility,F,SA,1361.0,378.0,0.0,0.0,0,0.0,Off,Off-grid,Solar,2019,,"SIMS Gillman Solar Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2315,LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,84016.0,23338.0,1342.0,0.0,1342,0.06,On,SWIS,Landfill Gas,2019,,"South Cardup Renewable Energy Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
2316,LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,90715.0,25199.0,1325.0,0.0,1325,0.05,On,NEM,Landfill Gas,2019,,"Stapylton Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2317,LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,46459.0,12905.0,671.0,0.0,671,0.05,On,NEM,Landfill Gas,2019,,"Swanbank Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2318,LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,217276.0,60355.0,3361.0,0.0,3361,0.06,On,NEM,Landfill Gas,2019,,"Wollert Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2319,LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,113201.0,31445.0,1758.0,0.0,1758,0.06,On,NEM,Landfill Gas,2019,,"Wyndham Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2320,LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,67731.0,18814.0,1044.0,0.0,1044,0.06,On,NEM,Landfill Gas,2019,,"Wyong Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2321,LONGREACH NEW HOLDCO PTY LTD,Longreach Solar Farm,F,QLD,123757.0,34377.0,0.0,0.0,0,0.0,On,NEM,Solar,2019,,"Longreach Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
2322,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Burrinjuck Hydro,F,NSW,28731.0,7981.0,21.0,155.0,176,0.0,On,NEM,Hydro,2019,,"Burrinjuck Hydro, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2323,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Hume Hydro,F,NSW,402308.0,111752.0,30.0,168.0,198,0.0,On,NEM,Hydro,2019,,"Hume Hydro, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2324,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,F,VIC,1453171.0,403659.0,110.0,0.0,110,0.0,On,NEM,Wind,2019,,"Mt Mercer Wind farm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2325,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,F,SA,559964.0,155546.0,90.0,0.0,90,0.0,On,NEM,Wind,2019,,"Mt Millar Wind Farm Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
2326,MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,47336.0,13149.0,13493.0,422.0,13915,1.03,On,NEM,Gas,2019,,"Alfred Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2327,MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,66074.0,18354.0,16945.0,192.0,17137,0.92,On,NEM,Gas,2019,,"Dandenong Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2328,MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,53333.0,14815.0,12993.0,354.0,13347,0.88,On,NEM,Gas,2019,,"Geelong Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2329,MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,F,VIC,105399.0,29277.0,29038.0,348.0,29386,0.99,On,NEM,Gas,2019,,"Royal Melbourne Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2330,MOMENTUM ENERGY PTY LIMITED,ST. Vincent's Hospital Cogeneration Plant,F,VIC,43842.0,12178.0,12813.0,396.0,13209,1.05,On,NEM,Gas,2019,,"ST. Vincent's Hospital Cogeneration Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2331,MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,F,VIC,243287.0,67580.0,0.0,0.0,0,0.0,On,NEM,Wind,2019,,"Mortons Lane Windfarm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2332,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,690201.0,191722.0,63.0,409.0,472,0.0,On,SWIS,Wind,2019,,"Mumbida Wind Farm Pty Ltd, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
2333,MURRA WARRA PROJECT CO PTY LTD,Murra Warra Wind Farm,F,VIC,529224.0,147007.0,6.0,184.0,190,0.0,On,NEM,Wind,2019,,"Murra Warra Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
2334,NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,F,VIC,19545.0,5429.0,192.0,2854.0,3046,0.04,On,NEM,Wind,2019,,"BULGANA GREEN POWER HUB, VIC, Australia",-37.0381632,142.9835582,-37.0388084,-37.037517,142.9826367,142.9844785,"Bulgana Green Power Hub - BESS, Joel Joel, Shire of Northern Grampians, Victoria, 3384, Australia",way,1302376631,nominatim,ok,exact
2335,NEOEN AUSTRALIA PTY. LTD.,COLEAMBALLY SOLAR PTY LTD,F,NSW,1182833.0,328565.0,52.0,1200.0,1252,0.0,On,NEM,Solar,2019,,"COLEAMBALLY SOLAR PTY LTD, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2336,NEOEN AUSTRALIA PTY. LTD.,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,65302.0,18140.0,4.0,281.0,285,0.0,Off,Off-grid,Solar,2019,,"DEGRUSSA SOLAR PROJECT PTY LTD, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
2337,NEOEN AUSTRALIA PTY. LTD.,DUBBO SOLAR HUB PTY LTD,F,NSW,194669.0,54075.0,13.0,80.0,93,0.0,On,NEM,Solar,2019,,"DUBBO SOLAR HUB PTY LTD, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2338,NEOEN AUSTRALIA PTY. LTD.,GRIFFITH SOLAR FARM PTY LTD,F,NSW,260089.0,72247.0,11.0,90.0,101,0.0,On,NEM,Solar,2019,,"GRIFFITH SOLAR FARM PTY LTD, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
2339,NEOEN AUSTRALIA PTY. LTD.,HORNSDALE POWER RESERVE PTY LTD,F,SA,0.0,0.0,198.0,3535.0,3733,0.0,On,NEM,Battery,2019,,"HORNSDALE POWER RESERVE PTY LTD, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
